date,site,alb_sat,alb_AWS,cloud
2017_07_30,QAS_L,0.300,0.3211,0.3365
2017_07_30,QAS_U,0.602,0.656,0.2183
2017_07_30,SCO_L,0.338,0.3195,0.3253
2017_07_30,SCO_U,0.372,0.4094,0.1852
2017_07_30,TAS_A,0.591,0.5585,0.2776
2017_07_30,TAS_L,0.352,0.2787,0.3918
2017_07_30,THU_L,0.288,0.2853,0.8304
2017_07_30,THU_U,0.658,0.7112,0.8539
2017_07_30,UPE_L,0.484,0.4981,0.5167
2017_07_30,UPE_U,0.454,0.4193,0.337
2017_07_31,CEN1,0.807,0.9256,0.9366
2017_07_31,EGP,0.808,0.7855,0.3017
2017_07_31,KAN_L,0.385,0.433,0.2947
2017_07_31,KAN_M,0.504,0.6044,0.2493
2017_07_31,KAN_U,0.727,0.7148,0.0776
2017_07_31,KPC_L,0.386,0.3584,0.2356
2017_07_31,KPC_U,0.557,0.5891,0.2245
2017_07_31,NUK_K,0.264,0.54,0.143
2017_07_31,NUK_L,0.284,0.2677,0.0801
2017_07_31,QAS_L,0.301,0.3292,0.3824
2017_07_31,QAS_U,0.602,0.6527,0.1896
2017_07_31,SCO_L,0.341,0.3235,0.2949
2017_07_31,SCO_U,0.375,0.4208,0.13
2017_07_31,TAS_A,0.591,0.5651,0.2585
2017_07_31,TAS_L,0.352,0.2887,0.3416
2017_07_31,THU_L,0.290,0.2752,0.9736
2017_07_31,THU_U,0.651,0.7448,0.9932
2017_07_31,UPE_L,0.486,0.4889,0.405
2017_07_31,UPE_U,0.447,0.4195,0.1967
2017_08_01,CEN1,0.798,0.919,0.8256
2017_08_01,EGP,0.810,0.7762,0.3613
2017_08_01,KAN_L,0.385,0.4385,0.3157
2017_08_01,KAN_M,0.503,0.5985,0.2499
2017_08_01,KAN_U,0.724,0.7124,0.1465
2017_08_01,KPC_L,0.383,0.3606,0.247
2017_08_01,KPC_U,0.553,0.5588,0.222
2017_08_01,NUK_K,0.264,0.5073,0.0684
2017_08_01,NUK_L,0.285,0.2886,0.0487
2017_08_01,QAS_L,0.301,0.3134,0.2954
2017_08_01,QAS_U,0.601,0.6564,0.1824
2017_08_01,SCO_L,0.341,0.3142,0.3009
2017_08_01,SCO_U,0.376,0.4229,0.1614
2017_08_01,TAS_A,0.591,0.5664,0.239
2017_08_01,TAS_L,0.353,0.2927,0.3019
2017_08_01,THU_L,0.495,0.3219,0.892
2017_08_01,THU_U,0.639,0.7828,0.9761
2017_08_01,UPE_L,0.486,0.5623,0.8743
2017_08_01,UPE_U,0.445,0.4394,0.6438
2017_08_02,CEN1,0.796,0.9309,0.7943
2017_08_02,EGP,0.810,0.8018,0.4729
2017_08_02,KAN_L,0.384,0.4284,0.699
2017_08_02,KAN_M,0.496,0.5905,0.7851
2017_08_02,KAN_U,0.725,0.759,0.6363
2017_08_02,KPC_L,0.383,0.3842,0.2363
2017_08_02,KPC_U,0.541,0.5657,0.2803
2017_08_02,NUK_K,0.264,0.4727,0.1082
2017_08_02,NUK_L,0.285,0.2837,0.1001
2017_08_02,QAS_L,0.302,0.3509,0.3559
2017_08_02,QAS_U,0.601,0.6504,0.1765
2017_08_02,SCO_L,0.343,0.3146,0.2688
2017_08_02,SCO_U,0.379,0.4264,0.1413
2017_08_02,TAS_A,0.591,0.5566,0.2643
2017_08_02,TAS_L,0.350,0.2944,0.3076
2017_08_02,THU_L,0.479,0.3984,0.8284
2017_08_02,THU_U,0.635,0.7556,0.7564
2017_08_02,UPE_L,0.484,0.5513,0.9954
2017_08_02,UPE_U,0.446,0.4769,0.9931
2017_08_03,CEN1,0.795,0.9411,0.9654
2017_08_03,EGP,0.811,0.9026,0.8304
2017_08_03,KAN_L,0.384,0.4334,0.2932
2017_08_03,KAN_M,0.494,0.5574,0.2597
2017_08_03,KAN_U,0.723,0.7383,0.7106
2017_08_03,KPC_L,0.381,0.4076,0.0666
2017_08_03,KPC_U,0.552,0.6012,0.0349
2017_08_03,NUK_K,0.270,0.3737,0.0932
2017_08_03,NUK_L,0.287,0.2968,0.1385
2017_08_03,QAS_L,0.302,0.3576,0.2983
2017_08_03,QAS_U,0.602,0.6446,0.1863
2017_08_03,SCO_L,0.347,0.3269,0.3549
2017_08_03,SCO_U,0.381,0.4278,0.2287
2017_08_03,TAS_A,0.590,0.5255,0.2862
2017_08_03,TAS_L,0.352,0.2987,0.2797
2017_08_03,THU_L,0.408,0.479,0.9628
2017_08_03,THU_U,32.767,0.8523,0.9808
2017_08_03,UPE_L,0.485,0.5331,0.8034
2017_08_03,UPE_U,0.449,0.4969,0.3371
2017_08_04,CEN1,0.793,0.8938,0.8014
2017_08_04,EGP,0.814,0.8625,0.7936
2017_08_04,KAN_L,0.383,0.4554,0.1472
2017_08_04,KAN_M,0.488,0.572,0.1361
2017_08_04,KAN_U,0.725,0.7254,0.1473
2017_08_04,KPC_L,0.416,0.3791,0.7242
2017_08_04,KPC_U,0.559,0.6382,0.6881
2017_08_04,NUK_K,0.270,0.3471,0.1438
2017_08_04,NUK_L,0.287,0.2956,0.2138
2017_08_04,QAS_L,0.303,0.3353,0.5906
2017_08_04,QAS_U,0.602,0.6576,0.5359
2017_08_04,SCO_L,0.348,0.3332,0.2763
2017_08_04,SCO_U,0.384,0.3605,0.4184
2017_08_04,TAS_A,0.590,0.4883,0.3332
2017_08_04,TAS_L,0.352,0.3111,0.271
2017_08_04,THU_L,0.298,0.3686,0.951
2017_08_04,THU_U,32.767,0.75,0.9592
2017_08_04,UPE_L,0.488,0.5528,0.2563
2017_08_04,UPE_U,0.454,0.4606,0.1022
2017_08_05,CEN1,0.792,0.9237,0.864
2017_08_05,EGP,0.815,0.7809,0.5684
2017_08_05,KAN_L,0.384,0.4776,0.3532
2017_08_05,KAN_M,0.486,0.5635,0.4692
2017_08_05,KAN_U,0.726,0.7625,0.41
2017_08_05,KPC_L,0.392,0.4067,0.7127
2017_08_05,KPC_U,0.565,0.6444,0.495
2017_08_05,NUK_K,0.267,0.4289,0.6224
2017_08_05,NUK_L,0.289,0.3478,0.2346
2017_08_05,QAS_L,0.305,0.3408,0.441
2017_08_05,QAS_U,0.590,0.6229,0.2115
2017_08_05,SCO_L,0.350,0.3541,0.8695
2017_08_05,SCO_U,0.387,0.4058,0.8987
2017_08_05,TAS_A,0.591,0.4473,0.3103
2017_08_05,TAS_L,0.360,0.3094,0.4255
2017_08_05,THU_L,0.299,0.3418,0.7123
2017_08_05,THU_U,0.611,0.6703,0.6223
2017_08_05,UPE_L,0.492,0.5504,0.4336
2017_08_05,UPE_U,0.461,0.4513,0.2979
2017_08_06,CEN1,0.790,0.8939,0.8011
2017_08_06,EGP,0.816,0.8382,0.5477
2017_08_06,KAN_L,0.384,0.4612,0.2131
2017_08_06,KAN_M,0.483,0.5404,0.1814
2017_08_06,KAN_U,0.731,0.7343,0.1392
2017_08_06,KPC_L,0.392,0.4174,0.6373
2017_08_06,KPC_U,0.575,0.6682,0.5892
2017_08_06,NUK_K,0.265,0.427,0.4472
2017_08_06,NUK_L,0.289,0.3399,0.2905
2017_08_06,QAS_L,0.308,0.3173,0.9141
2017_08_06,QAS_U,0.557,0.6879,0.8864
2017_08_06,SCO_L,0.351,0.3768,0.2767
2017_08_06,SCO_U,0.392,0.3865,0.1319
2017_08_06,TAS_A,0.591,0.4128,0.3118
2017_08_06,TAS_L,0.350,0.2997,0.6728
2017_08_06,THU_L,0.405,0.324,0.7783
2017_08_06,THU_U,32.767,0.7109,0.7686
2017_08_06,UPE_L,0.502,0.5534,0.7164
2017_08_06,UPE_U,0.471,0.5026,0.6603
2017_08_07,CEN1,0.773,0.843,0.7833
2017_08_07,EGP,0.812,0.8299,0.5707
2017_08_07,KAN_L,0.384,0.4697,0.5524
2017_08_07,KAN_M,0.477,0.5399,0.6021
2017_08_07,KAN_U,0.732,0.7655,0.7701
2017_08_07,KPC_L,0.392,0.4339,0.2341
2017_08_07,KPC_U,0.579,0.6533,0.2566
2017_08_07,NUK_K,0.260,0.3458,0.9124
2017_08_07,NUK_L,0.291,0.353,0.9707
2017_08_07,QAS_L,0.311,0.2856,0.9995
2017_08_07,QAS_U,0.555,0.6375,1.0
2017_08_07,SCO_L,0.351,0.4092,0.2103
2017_08_07,SCO_U,0.397,0.3827,0.0942
2017_08_07,TAS_A,0.591,0.7973,0.7841
2017_08_07,TAS_L,0.347,0.2875,0.9923
2017_08_07,THU_L,0.405,0.3418,0.6885
2017_08_07,THU_U,0.505,0.6572,0.7014
2017_08_07,UPE_L,0.504,0.5456,0.2956
2017_08_07,UPE_U,0.475,0.4946,0.1216
2017_08_08,CEN1,0.773,0.9174,0.924
2017_08_08,EGP,0.815,0.7993,0.5522
2017_08_08,KAN_L,0.385,0.4361,0.1677
2017_08_08,KAN_M,0.470,0.5203,0.1856
2017_08_08,KAN_U,0.735,0.7564,0.3553
2017_08_08,KPC_L,0.407,0.4135,0.5125
2017_08_08,KPC_U,0.586,0.657,0.519
2017_08_08,NUK_K,0.257,0.336,0.8679
2017_08_08,NUK_L,0.289,0.2718,0.4695
2017_08_08,QAS_L,0.311,0.291,0.9995
2017_08_08,QAS_U,0.534,0.5789,1.0
2017_08_08,SCO_L,0.349,0.4113,0.499
2017_08_08,SCO_U,0.402,0.3842,0.3734
2017_08_08,TAS_A,0.592,0.4398,0.3625
2017_08_08,TAS_L,0.346,0.2753,0.3104
2017_08_08,THU_L,0.337,0.3249,0.7293
2017_08_08,THU_U,32.767,0.6914,0.7334
2017_08_08,UPE_L,0.508,0.5461,0.4603
2017_08_08,UPE_U,0.481,0.4912,0.2758
2017_08_09,CEN1,0.773,0.905,0.8786
2017_08_09,EGP,0.824,0.8359,0.7095
2017_08_09,KAN_L,0.387,0.418,0.1814
2017_08_09,KAN_M,0.464,0.4774,0.2063
2017_08_09,KAN_U,0.737,0.7307,0.3306
2017_08_09,KPC_L,0.427,0.4243,0.4002
2017_08_09,KPC_U,0.598,0.6439,0.4014
2017_08_09,NUK_K,0.257,0.2702,0.9041
2017_08_09,NUK_L,0.288,0.2375,0.7151
2017_08_09,QAS_L,0.308,0.2602,0.9792
2017_08_09,QAS_U,0.512,0.4524,0.9997
2017_08_09,SCO_L,0.351,0.4096,0.3044
2017_08_09,SCO_U,0.408,0.3887,0.1797
2017_08_09,TAS_A,0.585,0.3672,0.3047
2017_08_09,TAS_L,0.347,0.3003,0.2018
2017_08_09,THU_L,0.336,0.352,0.8251
2017_08_09,THU_U,32.767,0.7771,0.8417
2017_08_09,UPE_L,0.514,0.6357,0.9268
2017_08_09,UPE_U,0.488,0.5313,0.8936
2017_08_10,CEN1,0.735,0.9055,0.9447
2017_08_10,EGP,0.853,0.8491,0.7885
2017_08_10,KAN_L,0.387,0.4183,0.5086
2017_08_10,KAN_M,0.461,0.4488,0.6066
2017_08_10,KAN_U,0.740,0.7335,0.5466
2017_08_10,KPC_L,0.444,0.4531,0.1262
2017_08_10,KPC_U,0.611,0.6551,0.1431
2017_08_10,NUK_K,0.260,0.3055,0.9973
2017_08_10,NUK_L,0.289,0.2272,0.8269
2017_08_10,QAS_L,0.311,0.2707,0.999
2017_08_10,QAS_U,0.500,0.4503,1.0
2017_08_10,SCO_L,0.351,0.4084,0.3032
2017_08_10,SCO_U,0.411,0.4048,0.2747
2017_08_10,TAS_A,0.585,0.367,0.336
2017_08_10,TAS_L,0.347,0.3056,0.2246
2017_08_10,THU_L,0.362,0.3046,0.8667
2017_08_10,THU_U,32.767,0.7196,0.8769
2017_08_10,UPE_L,0.515,0.5066,0.5032
2017_08_10,UPE_U,0.489,0.4713,0.4409
2017_08_11,CEN1,0.736,0.9568,0.9247
2017_08_11,EGP,0.839,0.846,0.6417
2017_08_11,KAN_L,0.388,0.4231,0.5011
2017_08_11,KAN_M,0.461,0.4353,0.6632
2017_08_11,KAN_U,0.741,0.7863,0.5079
2017_08_11,KPC_L,0.449,0.4864,0.3333
2017_08_11,KPC_U,0.616,0.6686,0.1537
2017_08_11,NUK_K,0.217,0.2806,0.9406
2017_08_11,NUK_L,0.288,0.2566,0.6502
2017_08_11,QAS_L,0.311,0.2751,0.9121
2017_08_11,QAS_U,0.500,0.5161,0.8908
2017_08_11,SCO_L,0.352,0.4088,0.4925
2017_08_11,SCO_U,0.421,0.3897,0.3393
2017_08_11,TAS_A,0.586,0.3633,0.3035
2017_08_11,TAS_L,0.347,0.307,0.1853
2017_08_11,THU_L,0.368,0.301,0.8651
2017_08_11,THU_U,0.597,0.7123,0.9093
2017_08_11,UPE_L,0.515,0.4986,0.5287
2017_08_11,UPE_U,0.494,0.4868,0.2406
2017_08_12,CEN1,0.736,0.9632,0.9567
2017_08_12,EGP,0.837,0.8462,0.7107
2017_08_12,KAN_L,0.390,0.4435,0.3188
2017_08_12,KAN_M,0.459,0.4698,0.2198
2017_08_12,KAN_U,0.741,0.7647,0.1292
2017_08_12,KPC_L,0.459,0.4153,0.2984
2017_08_12,KPC_U,0.632,0.6629,0.2256
2017_08_12,NUK_K,0.213,0.2819,0.6794
2017_08_12,NUK_L,0.289,0.2749,0.5532
2017_08_12,QAS_L,0.305,0.3097,0.5921
2017_08_12,QAS_U,0.500,0.5656,0.3478
2017_08_12,SCO_L,0.359,0.4127,0.1796
2017_08_12,SCO_U,0.432,0.3861,0.1534
2017_08_12,TAS_A,0.598,0.4089,0.4148
2017_08_12,TAS_L,0.349,0.3023,0.2487
2017_08_12,THU_L,0.369,0.3091,0.8261
2017_08_12,THU_U,0.588,0.6965,0.892
2017_08_12,UPE_L,0.513,0.5261,0.267
2017_08_12,UPE_U,0.512,0.488,0.0775
2017_08_13,CEN1,0.736,0.9894,0.9729
2017_08_13,EGP,0.837,0.8619,0.7393
2017_08_13,KAN_L,0.390,0.4495,0.2668
2017_08_13,KAN_M,0.455,0.4801,0.1953
2017_08_13,KAN_U,0.750,0.7723,0.2281
2017_08_13,KPC_L,0.458,0.4367,0.2845
2017_08_13,KPC_U,0.634,0.6564,0.2082
2017_08_13,NUK_K,32.767,0.3073,0.2373
2017_08_13,NUK_L,0.290,0.2841,0.3605
2017_08_13,QAS_L,0.305,0.3353,0.3053
2017_08_13,QAS_U,0.500,0.5598,0.1122
2017_08_13,SCO_L,0.362,0.4074,0.2872
2017_08_13,SCO_U,0.436,0.3968,0.232
2017_08_13,TAS_A,0.598,0.4191,0.4594
2017_08_13,TAS_L,0.349,0.2591,0.1607
2017_08_13,THU_L,0.378,0.3064,0.9535
2017_08_13,THU_U,0.585,0.7554,0.9676
2017_08_13,UPE_L,0.510,0.541,0.3108
2017_08_13,UPE_U,0.503,0.5,0.1566
2017_08_14,CEN1,0.737,0.9816,0.9742
2017_08_14,EGP,0.821,0.8437,0.6759
2017_08_14,KAN_L,0.395,0.461,0.1256
2017_08_14,KAN_M,0.455,0.4704,0.1358
2017_08_14,KAN_U,0.746,0.7649,0.1697
2017_08_14,KPC_L,0.467,0.416,0.438
2017_08_14,KPC_U,0.656,0.6637,0.4493
2017_08_14,NUK_K,32.767,0.3105,0.0056
2017_08_14,NUK_L,0.287,0.2928,0.0038
2017_08_14,QAS_L,0.293,0.34,0.2331
2017_08_14,QAS_U,0.499,0.5278,0.1051
2017_08_14,SCO_L,0.362,0.4011,0.4397
2017_08_14,SCO_U,0.437,0.3872,0.3243
2017_08_14,TAS_A,0.601,0.2863,0.5099
2017_08_14,TAS_L,0.349,0.2906,0.1988
2017_08_14,THU_L,0.368,0.2891,0.9983
2017_08_14,THU_U,0.575,0.7743,0.9928
2017_08_14,UPE_L,0.504,0.5192,0.314
2017_08_14,UPE_U,0.470,0.4864,0.1778
2017_08_15,CEN1,32.767,0.8402,0.253
2017_08_15,EGP,0.824,0.846,0.8056
2017_08_15,KAN_L,0.395,0.4797,0.1605
2017_08_15,KAN_M,0.452,0.4467,0.1809
2017_08_15,KAN_U,0.747,0.7514,0.1945
2017_08_15,KPC_L,0.461,0.6653,0.5257
2017_08_15,KPC_U,0.660,0.7826,0.4939
2017_08_15,NUK_K,32.767,0.29,0.0084
2017_08_15,NUK_L,0.287,0.2705,0.0292
2017_08_15,QAS_L,0.293,0.3359,0.6647
2017_08_15,QAS_U,0.499,0.499,0.1791
2017_08_15,SCO_L,0.363,0.3905,0.3885
2017_08_15,SCO_U,0.451,0.3799,0.2504
2017_08_15,TAS_A,0.601,0.3048,0.5599
2017_08_15,TAS_L,0.349,0.3251,0.241
2017_08_15,THU_L,0.374,0.3201,0.0758
2017_08_15,THU_U,0.574,0.6545,0.0944
2017_08_15,UPE_L,0.504,0.5921,0.8552
2017_08_15,UPE_U,32.767,0.517,0.8267
2017_08_16,CEN1,32.767,0.9648,0.8198
2017_08_16,EGP,0.841,0.8442,0.6746
2017_08_16,KAN_L,0.395,0.4885,0.2345
2017_08_16,KAN_M,0.462,0.4558,0.156
2017_08_16,KAN_U,0.748,0.7515,0.1096
2017_08_16,KPC_L,0.465,0.6089,0.1921
2017_08_16,KPC_U,0.664,0.7794,0.1646
2017_08_16,NUK_K,0.195,0.3349,0.0935
2017_08_16,NUK_L,0.287,0.327,0.2253
2017_08_16,QAS_L,0.293,0.3089,0.7775
2017_08_16,QAS_U,0.499,0.4918,0.2856
2017_08_16,SCO_L,0.363,0.3656,0.8288
2017_08_16,SCO_U,0.457,0.4276,0.7644
2017_08_16,TAS_A,0.601,0.2859,0.5799
2017_08_16,TAS_L,0.347,0.3224,0.3678
2017_08_16,THU_L,0.373,0.3676,0.398
2017_08_16,THU_U,0.577,0.6609,0.4027
2017_08_16,UPE_L,0.501,0.5468,0.9953
2017_08_16,UPE_U,32.767,0.693,0.9844
2017_08_17,CEN1,32.767,0.8081,0.1989
2017_08_17,EGP,0.830,0.8161,0.6642
2017_08_17,KAN_L,0.400,0.5129,0.8462
2017_08_17,KAN_M,0.490,0.4863,0.7872
2017_08_17,KAN_U,0.760,0.8203,0.6923
2017_08_17,KPC_L,0.462,0.5759,0.2394
2017_08_17,KPC_U,0.665,0.7677,0.3763
2017_08_17,NUK_K,0.195,0.3233,0.8133
2017_08_17,NUK_L,0.288,0.3261,0.8244
2017_08_17,QAS_L,0.293,0.3496,0.5916
2017_08_17,QAS_U,0.498,0.4372,0.3121
2017_08_17,SCO_L,0.369,0.4135,0.859
2017_08_17,SCO_U,0.454,0.4854,0.8747
2017_08_17,TAS_A,0.601,0.7433,0.7398
2017_08_17,TAS_L,0.347,0.3128,0.8699
2017_08_17,THU_L,0.373,0.3806,0.0169
2017_08_17,THU_U,0.577,0.6626,0.0127
2017_08_17,UPE_L,0.504,0.5816,0.8203
2017_08_17,UPE_U,32.767,0.9136,0.9121
2017_08_18,CEN1,32.767,0.7681,0.2589
2017_08_18,EGP,0.820,0.8131,0.6427
2017_08_18,KAN_L,0.406,0.4864,0.9265
2017_08_18,KAN_M,0.510,0.7604,0.9415
2017_08_18,KAN_U,0.764,0.9277,1.0
2017_08_18,KPC_L,0.474,0.5459,0.4579
2017_08_18,KPC_U,0.666,0.7686,0.5607
2017_08_18,NUK_K,0.194,0.3029,1.0
2017_08_18,NUK_L,0.289,0.2171,0.8287
2017_08_18,QAS_L,0.294,0.2961,0.7804
2017_08_18,QAS_U,0.499,0.4033,0.7287
2017_08_18,SCO_L,0.369,0.4109,0.788
2017_08_18,SCO_U,0.458,0.4471,0.7078
2017_08_18,TAS_A,0.604,0.7835,0.9775
2017_08_18,TAS_L,0.348,0.2964,0.9201
2017_08_18,THU_L,0.431,0.3956,0.0494
2017_08_18,THU_U,0.600,0.6658,0.0483
2017_08_18,UPE_L,0.509,0.5761,0.7214
2017_08_18,UPE_U,0.915,0.7981,0.6826
2017_08_19,CEN1,32.767,0.756,0.3419
2017_08_19,EGP,0.816,0.8222,0.7303
2017_08_19,KAN_L,0.408,0.48,0.6916
2017_08_19,KAN_M,0.514,0.7294,0.7588
2017_08_19,KAN_U,0.773,0.9189,0.9895
2017_08_19,KPC_L,0.442,0.5052,0.5434
2017_08_19,KPC_U,0.688,0.7775,0.6019
2017_08_19,NUK_K,0.194,0.3351,0.9932
2017_08_19,NUK_L,0.291,0.222,0.7941
2017_08_19,QAS_L,0.294,0.2785,0.8162
2017_08_19,QAS_U,0.480,0.4057,0.8198
2017_08_19,SCO_L,0.371,0.4508,0.4529
2017_08_19,SCO_U,0.456,0.4372,0.2504
2017_08_19,TAS_A,0.614,0.3087,0.8027
2017_08_19,TAS_L,0.347,0.3093,0.5942
2017_08_19,THU_L,0.433,0.4018,0.1466
2017_08_19,THU_U,0.600,0.6646,0.1428
2017_08_19,UPE_L,0.514,0.4994,0.2382
2017_08_19,UPE_U,0.740,0.7245,0.1373
2017_08_20,CEN1,32.767,0.7498,0.2734
2017_08_20,EGP,0.816,0.7024,0.7225
2017_08_20,KAN_L,0.423,0.7979,0.9199
2017_08_20,KAN_M,0.548,0.7053,0.6002
2017_08_20,KAN_U,0.775,0.8419,0.5682
2017_08_20,KPC_L,32.767,0.4736,0.3428
2017_08_20,KPC_U,0.706,0.7486,0.3768
2017_08_20,NUK_K,0.194,0.3415,0.999
2017_08_20,NUK_L,0.294,0.2134,0.8399
2017_08_20,QAS_L,0.294,0.2983,0.9763
2017_08_20,QAS_U,0.448,0.5426,0.9908
2017_08_20,SCO_L,0.375,0.4456,0.3008
2017_08_20,SCO_U,0.451,0.4381,0.186
2017_08_20,TAS_A,0.614,0.3198,0.946
2017_08_20,TAS_L,0.344,0.2856,0.8926
2017_08_20,THU_L,0.436,0.4272,0.0536
2017_08_20,THU_U,0.595,0.6454,0.0358
2017_08_20,UPE_L,0.514,0.5196,0.4947
2017_08_20,UPE_U,0.673,0.7054,0.3547
2017_08_21,CEN1,32.767,0.7472,0.3991
2017_08_21,EGP,0.807,0.8946,0.9879
2017_08_21,KAN_L,0.431,0.7194,0.4154
2017_08_21,KAN_M,0.576,0.7085,0.4546
2017_08_21,KAN_U,0.785,0.8789,0.8172
2017_08_21,KPC_L,32.767,0.3788,0.6903
2017_08_21,KPC_U,0.727,0.7673,0.7464
2017_08_21,NUK_K,0.194,0.3476,0.9915
2017_08_21,NUK_L,0.301,0.326,0.9562
2017_08_21,QAS_L,0.270,0.2761,0.996
2017_08_21,QAS_U,0.422,0.3738,0.9974
2017_08_21,SCO_L,0.383,0.4026,0.6823
2017_08_21,SCO_U,0.438,0.6411,0.6631
2017_08_21,TAS_A,0.596,0.3776,0.9897
2017_08_21,TAS_L,0.345,0.2732,0.9908
2017_08_21,THU_L,0.438,0.4401,0.139
2017_08_21,THU_U,0.597,0.6365,0.1238
2017_08_21,UPE_L,0.516,0.4965,0.4088
2017_08_21,UPE_U,0.711,0.7178,0.1858
2017_08_22,CEN1,32.767,0.727,0.1984
2017_08_22,EGP,0.806,0.8405,0.7542
2017_08_22,KAN_L,0.434,0.5421,0.9185
2017_08_22,KAN_M,0.596,0.7075,0.7686
2017_08_22,KAN_U,0.791,0.8967,0.973
2017_08_22,KPC_L,0.332,0.4123,0.394
2017_08_22,KPC_U,0.739,0.7076,0.4418
2017_08_22,NUK_K,0.193,0.5627,0.8271
2017_08_22,NUK_L,0.305,0.2734,0.9976
2017_08_22,QAS_L,0.270,0.2891,0.9503
2017_08_22,QAS_U,0.360,0.2718,0.9866
2017_08_22,SCO_L,0.386,0.4176,0.4772
2017_08_22,SCO_U,0.451,0.5193,0.4152
2017_08_22,TAS_A,0.595,0.4945,0.9809
2017_08_22,TAS_L,0.345,0.2602,0.9998
2017_08_22,THU_L,0.441,0.4444,0.0216
2017_08_22,THU_U,0.599,0.6478,0.0306
2017_08_22,UPE_L,0.516,0.5526,0.4128
2017_08_22,UPE_U,0.703,0.7607,0.4141
2017_08_23,CEN1,32.767,0.816,0.653
2017_08_23,EGP,0.806,0.8011,0.4563
2017_08_23,KAN_L,0.437,0.5257,0.3321
2017_08_23,KAN_M,0.615,0.6533,0.2045
2017_08_23,KAN_U,0.789,0.8549,0.6765
2017_08_23,KPC_L,0.414,0.4511,0.2886
2017_08_23,KPC_U,0.746,0.7254,0.2511
2017_08_23,NUK_K,0.125,0.3714,0.1034
2017_08_23,NUK_L,0.307,0.2771,0.6568
2017_08_23,QAS_L,0.265,0.2452,0.9575
2017_08_23,QAS_U,0.359,0.229,0.9451
2017_08_23,SCO_L,0.391,0.4335,0.2866
2017_08_23,SCO_U,0.453,0.4694,0.2137
2017_08_23,TAS_A,0.599,0.6508,0.8799
2017_08_23,TAS_L,0.351,0.2603,0.7966
2017_08_23,THU_L,0.401,0.67,0.4756
2017_08_23,THU_U,0.601,0.8047,0.4974
2017_08_23,UPE_L,0.520,0.5461,0.6741
2017_08_23,UPE_U,0.721,0.7361,0.6905
2017_08_24,EGP,0.806,0.7824,0.2911
2017_08_24,KAN_L,0.443,0.5119,0.1377
2017_08_24,KAN_M,0.654,0.6349,0.1729
2017_08_24,KAN_U,0.800,0.8486,0.3821
2017_08_24,KPC_L,32.767,0.5305,0.8376
2017_08_24,KPC_U,0.759,0.8307,0.9163
2017_08_24,NUK_K,0.124,0.3736,0.1117
2017_08_24,NUK_L,0.315,0.3063,0.2
2017_08_24,QAS_L,0.265,0.259,0.8166
2017_08_24,QAS_M,0.324,0.1635,0.9984
2017_08_24,QAS_U,0.357,0.2501,0.8229
2017_08_24,SCO_L,0.401,0.4392,0.0667
2017_08_24,SCO_U,0.450,0.39,0.0245
2017_08_24,TAS_A,0.588,0.7917,0.7804
2017_08_24,TAS_L,0.349,0.2778,0.6874
2017_08_24,THU_L,0.467,0.7595,0.7772
2017_08_24,THU_U,0.606,0.8144,0.7886
2017_08_24,UPE_L,0.520,0.5191,0.4015
2017_08_24,UPE_U,0.728,0.741,0.3323
2017_08_25,EGP,0.805,0.7599,0.62
2017_08_25,KAN_L,0.449,0.5331,0.2133
2017_08_25,KAN_M,0.690,0.6296,0.2862
2017_08_25,KAN_U,0.808,0.8455,0.5742
2017_08_25,KPC_L,32.767,0.8564,0.8771
2017_08_25,KPC_U,0.754,0.91,0.905
2017_08_25,NUK_K,0.122,0.3978,0.2587
2017_08_25,NUK_L,0.315,0.2818,0.8486
2017_08_25,QAS_L,0.264,0.2599,0.9893
2017_08_25,QAS_M,0.312,0.1598,0.9944
2017_08_25,QAS_U,0.331,0.219,0.9866
2017_08_25,SCO_L,0.397,0.4541,0.2282
2017_08_25,SCO_U,0.444,0.3951,0.1776
2017_08_25,TAS_A,0.588,0.531,0.9638
2017_08_25,TAS_L,0.347,0.2569,1.0
2017_08_25,THU_L,0.474,0.7191,0.1912
2017_08_25,THU_U,0.608,0.8013,0.1915
2017_08_25,UPE_L,0.520,0.5544,0.1225
2017_08_25,UPE_U,0.729,0.6912,0.052
2017_08_26,CEN1,32.767,0.8954,0.7279
2017_08_26,EGP,0.805,0.8191,0.6072
2017_08_26,KAN_L,0.450,0.5746,0.6973
2017_08_26,KAN_M,0.691,0.7341,0.8591
2017_08_26,KAN_U,0.809,0.8341,0.677
2017_08_26,KPC_L,0.772,0.7473,0.1854
2017_08_26,KPC_U,0.764,0.8532,0.2331
2017_08_26,NUK_K,0.120,0.4129,0.1563
2017_08_26,NUK_L,0.315,0.3017,0.3192
2017_08_26,QAS_L,0.258,0.2609,0.904
2017_08_26,QAS_M,0.298,0.1804,0.7475
2017_08_26,QAS_U,0.331,0.2767,0.6893
2017_08_26,SCO_L,0.397,0.4511,0.2699
2017_08_26,SCO_U,0.444,0.3819,0.2663
2017_08_26,TAS_A,0.575,0.7417,0.9662
2017_08_26,TAS_L,0.336,0.2613,0.9996
2017_08_26,THU_L,32.767,0.6808,0.7321
2017_08_26,THU_U,0.612,0.8089,0.7104
2017_08_26,UPE_L,0.521,0.5548,0.0809
2017_08_26,UPE_U,0.729,0.6832,0.0481
2017_08_27,CEN1,32.767,0.9392,0.9931
2017_08_27,EGP,0.802,0.8327,0.6529
